smiles,group
O=C1N(CC)C(=O)N(C1)Cc1ccc(cc1)-c1nc(ccc1)CN1CCCCC1,training
CC1=C(Cl)C=C(N)C=C1,training
O1CC(Cc2c1cccc2)C(=O)Nc1ccc(cc1OCCN(C)C)-c1cn[nH]c1,training
O=C(N(Cc1n(ccc1)C)C)C12CC3CC(C1)CC(C2)C3,training
Clc1ccc(Oc2cc(F)cc(S(=O)(=O)C)c2)cc1-n1c2c(nc1C)c(Cl)ccc2,training
Fc1ccc(nc1CN1CCCCC1)-c1ccc(cc1)CN1CC(=O)N(C2CC2)C1=O,training
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,training
O=C(C(=O)N1CCN(C[C@H]1C)C(=O)c1ccccc1)c1c2c([nH]c1)cccc2,training
O1CC(C1)(C)c1ccc(cc1)-c1ncc(cc1)C#N,training
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,training
O1C[C@@H](N(CC1)c1nc(nc2nc(ccc12)-c1cc2c(N=CNC2=O)cc1)N1CCOC[C@@H]1C)C,training
Clc1cc2nccc(NCCCNCc3cnccc3OC)c2cc1,training
Clc1cc2c(NC(C)=C(C2=O)c2ccccc2)cc1OC,training
CC(C)C(SC(C)=O)C(=O)NC1CC2=C(C=CC=C2)C2CCCC(N2C1=O)C(O)=O,training
Clc1cc(-c2ccc(S(=O)(=O)CC)cc2F)c(OCC(O)=O)cc1,training
FC(F)(F)COCCn1nc(c2nc(nc(Nc3ncncc3)c12)N1C[C@H](NCC1)C)C,training
C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1,training
s1cccc1C1=NN(CC2(CCC2)C(F)(F)F)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(NS(=O)(=O)C)cc2,training
s1cccc1C1=NN(CCC(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(N1S(=O)(=O)CCC1)cc2,training
Clc1cc2CC(COc2cc1)C(=O)Nc1cc(OC)c(cc1)-c1cn[nH]c1,training
Clc1cc(N2CCN(CC2)C)c([N+](=O)[O-])cc1C(=O)Nc1cc(ccc1C)-c1sc2c(n1)cccc2,training
Clc1cc(S(=O)(=O)Nc2ncsc2)c(F)cc1Oc1ccc(Cl)cc1-c1cn[nH]c1N,training
FC1CCCN(C1)Cc1nc(ccc1)-c1ccc(cc1)CN1CC(=O)N(CC(C)C)C1=O,training
S(=O)(=O)(N1CCN(CC1)CC)c1cc(C=2NC(=O)c3nn4c(c3N=2)C(CCC4)C)c(OCCOC)nc1,training
Clc1ccccc1-n1nc(cc1Oc1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)C,training
S(=O)(=O)(NC1CCC(N2CCN(CC2)c2ccccc2OC(C)C)CC1)c1cc(OC)c(OC)cc1,training
Clc1ccc(S(=O)(=O)NC(=O)Nc2n(nc(C)c2C#N)-c2ccccc2)cc1,training
s1cccc1C1=NN(CCC(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(S(=O)(=O)C)cc2,training
FC(F)(F)C1(CC1)c1ccc(cc1)C(=O)Nc1ccc(nc1)C#N,training
CC1=C(N)C=CC(Cl)=C1,training
CCCCNC(=O)OCC#CI,training
Clc1ccccc1NC(=O)CSc1nnnn1-c1c2c(ccc1)cccc2,training
O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)c1cc(ccc1)-c1ccccc1,training
COC(=O)C1=C(N)C=CC=C1,training
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,training
Clc1cc(ccc1Cl)C1(CCCCC1)CNC,training
CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,training
O(C)c1ccc(cc1-c1cnc(nc1)N(C)C)C1=Nc2c(n(nc2C(C)(C)C)CCO)C(=O)NC1,training
Clc1cc2c(cc1NC(=O)C1CCNCC1)C=CNC2=O,training
S(=O)(=O)(c1cc(F)ccc1)c1cc2oc3c(CCNC34CCOCC4)c2cc1,training
ClC1=CC=CC(Cl)=C1Cl,training
Clc1ccccc1-c1cc(F)c(cc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1,training
S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2c(n1)cc(OC)cc2,training
Clc1ccc(cc1)C(NC(=O)CN(C)C)C=1NC(=O)c2cc(ccc2N=1)-c1cn[nH]c1,training
Brc1cc(F)c(NC2=C(C)C(=O)N(C=C2C(=O)NOC)C)cc1,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)\C=C(\C(F)(F)F)/C)C,training
S(=O)(=O)(NC1CCC(N2CCN(CC2)c2ccccc2OCC(F)(F)F)CC1)c1cc(OC)c(OC)cc1,training
Clc1c(NC(=O)Nc2sc(cc2C(=O)N2CCC(=O)N(CC2)CCN(C)C)C(C)(C)C)cccc1Cl,training
Brc1ccc(cc1)-c1ccc(S(=O)(=O)Nc2cccc(CO)c2O)cc1,training
CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,training
OC(=O)\C=C\c1ccc(NC(=O)C2(NC(=O)c3cc4n(C)c(c(c4cc3)C3CCCC3)-c3ccncc3)CCCC2)cc1,training
Fc1ccc(cc1)-c1onc(c1)C(=O)N1C[C@@H](NC(=O)[C@@H]1CC(C)C)c1ccccc1,training
Clc1cc(Nc2ncnc(N)c2-c2occ(n2)CNC(=O)C=C)ccc1OCc1cc(F)ccc1,training
O=C(N[C@@H](C1CCCCC1)c1nnn(c1)C1(CC1)C#N)c1ccc(NC(=O)C)cc1,training
COC1=CC=C(CC=C)C=C1OC,training
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,training
CNC(=O)OC1=C2C=CC=CC2=CC=C1,training
Clc1ccc(cc1)[C@H](C(=O)N1CCN(CC1)c1ncnc2c1[C@@H](CC2)C)CNC(C)C,training
ClC=1C(=O)N(C)C(=O)N(Cc2ccccc2C#N)C=1N1C[C@H](N)CCC1,training
S(=O)(=O)(NC(=O)[C@@]1(NC(=O)[C@H]2N(C[C@@](OC)(C2)c2ccc(cc2)-c2ccncc2)C(=O)[C@@H](NC(OC2CCCC2)=O)C(C)(C)C)C[C@H]1C=C)C1CC1,training
S(=O)(=O)(C)c1ccc(S(=O)(=O)NC2CCC(N3CCN(CC3)c3ccccc3OC(C)C)CC2)cc1,training
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,training
O(CCOC)c1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(OC(C)C)cc3)c2cc1OC,training
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,training
s1cccc1CCNC(=O)c1cc2N(C)C(=O)c3c(S(=O)c2cc1)cccc3,training
s1c(NC(=O)Nc2cc3c([nH]nc3)cc2)c(cc1C(C)(C)C)C(=O)NC1CC1,training
Fc1cc(-c2cc3c(NC(C=C3C(OCC=C)C)(C)C)cc2)c(OC)cc1,training
O1OC2(OOC1(C)C)CC[C@]1([C@@H](C2)C[C@@H](OC(=O)C)[C@H]2[C@@H]3CC[C@H]([C@@H](CCC(=O)N(C)C)C)[C@@]3(C)[C@@H](OC(=O)C)C[C@H]12)C,training
Clc1cc(S(=O)(=O)N2CCN(CC2)c2ncccc2C(F)(F)F)ccc1Cl,training
O1CCN(CC1)c1cc(NC=2N=Cc3n(N=2)c(cc3)-c2ccccc2OC)ccc1,training
Fc1cc2CC(COc2cc1)C=1NC(=O)c2cc(ccc2N=1)-c1cn[nH]c1,training
n1c(cc(nc1N)N1CCN(CC1)C)CCC(C)C,training
CCNC1=CC(C)=CC=C1,training
n1ccccc1CN(Cc1cccc(C)c1C)[C@H]1CCNC1,training
CN(C)NC(=O)CCC(O)=O,training
S(=O)(=O)(c1ccc(cc1)CNC(=O)c1oc2c(c1)ccnc2)c1ccc(nc1)N1CCOCC1,training
FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,training
COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,training
CON=C(C(=O)OC)C1=CC=CC=C1CON=C(C)C1=CC(=CC=C1)C(F)(F)F,training
s1c2nc(OC)ccc2nc1NC(=O)C(CC1CCCC1)c1ccc(S(=O)(=O)N2CCN(CC2)C)cc1,training
O1CCC(O)(CC1)CCN1c2c(N(C(=O)N[C@@H](C(C)(C)C)C(=O)N)C1=O)cccc2,training
Brc1ccc(cc1)-c1ccc(S(=O)(=O)Nc2cc(ccc2Cl)CO)cc1,training
Fc1cc(cc(-c2ncc(cc2)C(=O)NCC(C)(C)C)c1C)C(=O)NC1CC1,training
Clc1cc(S(=O)(=O)\N=C(/NCC)\N2N=CC(C2)(C)C)ccc1,training
s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1ccoc1,training
Clc1cc(ccc1Cl)[C@]12[C@H](CCCC1)CN(C2)C,training
n1c(N(CCNc2nc(ncc2)N)C)cc(nc1N)NCC(C)C,training
O[C@@H]1CCCC[C@H]1n1c2c3cc[nH]c3ncc2nc1C,training
ClC=1N(CC(=O)NCCONC(N)=N)C(=O)C(=NC=1)NCC(F)(F)c1ccccc1,training
Fc1cc(cc(F)c1)C1(Oc2c(N(CCCOC(F)(F)F)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC)C,training
CC(=O)OCCOCCOCCOC(C)=O,training
Fc1cc(C)c(cc1)C1CCN(CC1)CCC(=O)N1c2c(C[C@H]1C(=O)N(C)C)cccc2,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N([C@@H]2[C@@H]([C@@H]3CC[C@H]2C3)C=1O)CCC(C)(C)C)C,training
CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,training
Ic1cc(F)c(Nc2c(ccc(F)c2F)-c2oc(nn2)NCCN)cc1,training
O1CC(Cc2cc(ccc12)C)C=1NC(=O)c2c(N=1)c(OC)cc(c2)-c1cn[nH]c1,training
FC1COCCC1N[C@H]1C[C@@](CC1)(C(C)C)C(=O)N1[C@H]2C[C@H](N(C2)C(=O)C2CCC2)C1,training
S(=O)(=O)(c1cc(F)cc(F)c1)c1ccc(cc1)CNC(=O)C=1C=Nc2n(C=1)ccn2,training
O1CCN(CC1)CCCOc1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(OC(C)C)cc3)c2cc1OC,training
S(=O)(=O)(c1cc(S(=O)(=O)NC2CCN(CC2)C(=O)[C@H]2NCCC2)c(cc1)C(F)(F)F)c1ccccc1,training
FC(F)(F)c1nn(c2c1CCN(C2=O)c1ccc(cc1)C1(CC1)CN(C)C)-c1ccc(OC)cc1,training
OCC(C)(C)c1ccc(cc1)-c1ncc(cc1)C#N,training
S1c2c(NC1=O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccccc1,training
Clc1ccc(cc1)-c1oc(cc1)C(=O)Nc1ccc(N2CCNCC2)cc1,training
CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,training
O=C(N(C)C)[C@H]1N(c2c(C1)cccc2)C(=O)CCN1CC2CCC(C1)C2c1ccccc1,training
CC1=C(O)C=CC=C1,training
Clc1cc2c(cc1NC(=O)C1CNCC1c1cc(OC)ccc1)C=CNC2=O,training
Fc1c2nccc(c2ccc1)-c1c2cc(ccc2n(CC(O)=O)c1C)C,training
Oc1c2ncccc2ccc1CNc1ncccc1,training
Oc1c2nc(ccc2ccc1C(Nc1nccc(c1)C)c1ccc([N+](=O)[O-])cc1)C,training
O1CCN(CC1)CCN1c2c(N(C(=O)N[C@@H](C(C)(C)C)C(=O)NC)C1=O)cccc2,training
CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,training
s1ccnc1Cn1ncc2cc(Nc3ncnc4c3c(O[C@@H](C(=O)N3CCOCC3)C)ccc4)ccc12,training
Fc1ccc(cc1O)[C@H]1OCCN(C1)CCC,training
Fc1cc(ccc1)CCN1C(=O)CC(=O)N(CCc2cc(F)ccc2)C1=O,training
CCCCOC(=O)CCCCC(=O)OCCCC,training
Ic1cc(F)c(NC=2C3=C(N=CN(C[C@@H](O)CO)C3=O)N(C)C(=O)C=2Cl)cc1,training
FC(F)(F)C1(NC(=O)[C@H]2CC[C@H]3[C@H]4[C@H](CC[C@]23C)[C@@]2([C@H](NC(=O)C=C2)CC4)C)CC1,training
COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(OCCCl)C=CC=C2)=N1,training
Clc1cc(cc(Cl)c1)Cc1c(n(nc1C)CCO)C(C)C,training
CC1CC(=O)C=C2CCC(CC12C)C(C)=C,training
S(=O)(=O)(Nc1cc(ccc1O)CO)c1ccc(cc1)-c1ccc(F)cc1F,training
Clc1cc(ccc1OC(F)(F)F)-c1oc(nn1)CCCCc1nc2ncccc2cc1,training
Fc1cc(ccc1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)-c1cc(F)c(OCc2ccccc2)cc1,training
O1CCCc2cc(ccc12)-c1c(C)c(nc(C)c1[C@H](OC(C)(C)C)C(O)=O)-c1cc(C)c(cc1)C,training
O=C(NC1CCC(n2nnc3c2c2cc[nH]c2nc3)CC1)CC(C)C,training
n1nnn(Cc2ccccc2)c1C(N1CCCN(CC1)C1CCC1)c1ccc(-n2ncnc2)cc1,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(C(=O)N2CCCC2)c1Cc1ccccc1C(F)(F)F,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(S[C@@H]2CCC[C@H]2O)c1Cc1ccccc1C(F)(F)F,training
O(C)c1ccc(cc1C(O)=O)CN([C@@H](C)c1[nH]cc(n1)-c1ccccc1)C(=O)[C@@H](N)Cc1c(cc(cc1C)C(=O)N)C,training
CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C,training
o1nc(cc1C)C(=O)NC1=CC=CN([C@@H](CC#C)C(=O)N[C@H](\C=C\C(OCC)=O)C[C@@H]2CCNC2=O)C1=O,training
OC(=O)\C=C\c1ccc(NC(=O)[C@]2(NC(=O)c3cc4n(C)c(c(c4cc3)C3CCCCC3)-c3ncccc3)CCN(C2)CC)cc1,training
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,training
N(CC1(CCCCC1)c1cc2c(cc1)cccc2)C,training
Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)CCO,training
Fc1ccc(nc1)-c1n(c2c(ccc(c2)C(=O)NC2(CCC2)C(=O)Nc2ccc(cc2)\C=C\C(O)=O)c1C1CCCC1)C,training
S(=O)(=O)(N1CC2(CCN(CC2)C(=O)[C@H](NC(=O)C(N)(C)C)COCc2ccccc2)c2c1cccc2)C,training
Oc1c2ncccc2ccc1C(Nc1nccc(c1)C)c1ccc([N+](=O)[O-])cc1,training
O1[C@H](/C(=C/C2CCC(O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,training
s1nc(cc1NC(=O)N1C[C@H](N(C)c2ncnc3[nH]ccc23)[C@@H](CC1)C)C,training
[nH]1c2c(cc1)c(C)c(Nc1c(cncc1\C=C\c1nc(ccc1)CN1CCN(CC1)C)C#N)cc2,training
CC1=CC(O)=C(C=C1)C(C)(C)C,training
Clc1cc(ccc1Cl)C1(CCCCC1)C(N)CC(C)C,training
O1[C@H]2[C@@H](NC[C@H](C2)C)[C@@H](C)[C@]12CC(=C1[C@H]([C@H]3[C@H](C1)[C@@]1([C@H](CC3)CNC(=O)CC1)C)CC2)C,training
O[C@H](C)c1nc2c(n1C1CCN(CC1)CCC#N)c1cc[nH]c1nc2,training
O1CCN(CC1)C1CCC(n2c3c4cc[nH]c4ncc3nc2)CC1,training
S(=O)(=O)(NCCN1c2cc(ccc2OC(C)(c2cc(F)cc(F)c2)C1=O)-c1c(nc(nc1N)N)CC)C,training
S1c2c(NC1=O)c(O)ccc2[C@@H](O)CNCCCSCCOCCc1c2c(ccc1)cccc2,training
CS(=O)(=O)OCCCCOS(C)(=O)=O,training
[nH]1c2ncc3nnn(c3c2cc1)C1(CCN(CC1)CCC#N)C,training
OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,training
CCCCCCCCN1SC=CC1=O,training
O=C(N1CCc2cc(ccc12)-c1cnccc1C)C,training
O1CC(=O)Nc2cc(NC(=O)C3CCN(CC3)c3ccccc3C(C)C)ccc12,training
COP(=S)(OC)OC1=CC(C)=C(SC)C=C1,training
O1CCN(CC1)C=1N=C(NC(=O)C=1)NCc1c2c(ccc1)cccc2,training
FC(F)N1c2c(N(Cc3nc4c(n3CCCC#N)cccc4)C1=O)cncc2,training
O=C(N1CCN(C[C@H]1C)c1cc2c(cc1)c(nnc2C)C)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N,training
O(C)c1cc2c(N=C(N(Cc3ccccc3C#N)C2=O)N2C[C@H](N)CCC2)cc1OC,training
Fc1ccc(cc1)-c1n(nc(C(=O)Nc2ncc(cc2)C)c1C)C,training
O1c2c(cccc2-c2cc(OCC3CC3)c(NC(=O)CN3CCOCC3)cc2)C(=O)C=C1N1CCOCC1,training
Ic1cc(F)c(Nc2n(C)c(cc2C(=O)NOCCCO)C(=O)C)cc1,training
s1c2N(CC(C)C)C(=O)N(C)C(=O)c2c(SCC(O)CO)c1Cc1ccccc1C(F)(F)F,training
o1c(nc(CN2C[C@@H](C[C@H](C2)C(=O)NC[C@H]2OCCC2)c2onc(n2)C)c1C)-c1ccccc1,training
Fc1cc(F)ccc1-c1n(nc(C(=O)Nc2nc(ccc2)C)c1C)C,training
Clc1cnc(nc1Nc1ccccc1C(=O)NC)Nc1ccc(N2CCOCC2)cc1OC,training
n1c2c(n(c1)C)ccc(c2-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,training
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,training
O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)C1CCCN(C1)C,training
O(C)c1cc(ccc1)CN(CCN1CCCC1)C(=O)Nc1ccc(cc1)-c1cn[nH]c1,training
S(=O)(=O)(N1CCC(CC1)C(=O)NC12CC3CC(C1)CC(C2)C3)c1ccc(cc1C)C,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)C1CCCCC1)C,training
O(C1CN(C1)C(CCC(C(=O)N)(c1ccccc1)c1ccccc1)(C)C)c1cc(O)ccc1,training
S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)-c2ccccc2)cc1,training
COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,training
Clc1cc(N2CCC(CC2)C(=O)Nc2cc3NC(=O)COc3cc2)ccc1,training
S(=O)(=O)(C)c1cc(Oc2cc(-n3c4c(nc3C(C)C)c(ccc4)C(F)(F)F)ccc2)ccc1,training
N1(C[C@]2([C@H](CCCC2)C1)c1cc2c(cc1)cccc2)C,training
CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,training
Clc1ccc(Cl)cc1CN1C(N2C[C@H](N)CCC2)=CC(=O)N(C)C1=O,training
S(=O)(=O)(NN1CC(N(CCc2ccc(OC)cc2)C1=O)c1ccc(OCCOC)cc1)C,training
Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1CNC(=O)C1CC1,training
O=C(N1CCC(n2c3c4cc[nH]c4ncc3nc2)CC1)[C@H]1N(CCC1)C,training
CC,training
OC(=O)Cc1n(C)c(cc1)C(=O)c1ccc(cc1)C,training
O(C)c1cc(ccc1)CN(C(=O)c1[nH]c2nc(ccc2c1)-c1cn[nH]c1)C,training
Oc1ccc(cc1CO)[C@@H](O)CN[C@@H](Cc1cc(ccc1)CC(=O)NC12CC3CC(C1)CC(C2)C3)C,training
[O-][N+](=O)C1=CC=CC=C1,training
O([C@@H]1CCN(C1)C(CCC(C(=O)N)(c1ccccc1)c1ccccc1)(C)C)c1cc(O)ccc1,training
O1CCN(CC1)CCOc1ccc(cc1)C(=O)N1CC(c2c([nH]c3c2cccc3)C(=C1)C(OC(C)C)=O)(C)C,training
S(=O)(=O)(N(C[C@H](NC(C)C)C(=O)NO)c1ccc(Oc2ccc(cc2)C)cc1)C,training
S(=O)(=O)(NN1C[C@@H](N(CCc2ccc(OC(F)(F)F)cc2)C1=O)c1ccc(OC)cc1)C,training
FC(F)(F)c1nc2c(cccc2N2CCC(N3CCN(CC3)c3cc(OC)cc4c3nccc4)CC2)c(OC)c1,training
O=C1N2C(=Nc3c1cc1c(c3)cccc1)C(=CC=C2)C(=O)NCCN(C)C,training
Fc1ccc(cc1)C[C@H]1NC(=O)[C@H](N(C)C(=O)[C@@H](NC[C@H](Oc2c(CCCNC1=O)cccc2)C)C1CC1)C,training
Clc1cccc(CN([C@H]2CCNC2)C2CCOCC2)c1C,training
[H]C12CC3=C(C=C(OC)C=C3)C3(CCCCC13)CCN2C,training
S1c2c(cccc2)C(=Nc2c1cccc2)N,training
Clc1ccc([Si]2(O)CCN(CC2)CCCC(=O)c2ccc(F)cc2)cc1,training
O1[C@H]2[C@@H](NC[C@H](C2)C)[C@@H](C)[C@]12CC(=C1[C@H]([C@H]3[C@H](C1)[C@@]1([C@@H](C[C@@H](O)CC1)CC3)C)CC2)C,training
Fc1cc(ccc1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)-c1cc(F)ccc1,training
S(=O)(=O)(N1CCN(CC1)Cc1cc(ccc1OCC(O)=O)C(F)(F)F)c1ccccc1,training
Clc1nc([nH]c1-c1ccc(cc1)-c1ccc(cc1)-c1[nH]c(nc1Cl)[C@H]1N(CCC1)C(=O)[C@@H](NC(OC)=O)C(C)C)[C@H]1N(CCC1)C(=O)[C@@H](NC(OC)=O)C(C)C,training
CCCCN(CCCC)N=O,training
O1C2=CC(=O)C=CC2=Nc2c1cc(OCC)cc2,training
S(=O)(=O)(C=1C(N2C(=NC=1SC)C(=CC=C2)Cc1ccccc1)=N)c1ccccc1,training
s1c(cc(C(=O)N)c1Nc1nc(ccc1)C)-c1ccccc1,training
O(C)c1cc(ccc1)CNC(=O)c1[nH]c2c(ccc(c2)-c2cn[nH]c2)c1CN(C)C,training
C\N=C(/C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1,training
O1CCN(CC1)CCN1c2c(N(C(=O)N[C@H]3CCCC[C@@H]3O)C1=O)cccc2,training
S(=O)(=O)(c1cc(F)cc(F)c1)c1ccc(cc1)CNC(=O)c1[nH]c2c(c1)cncc2,training
O(CCC)c1ccccc1CC(N1CCNCC1)c1ccccc1,training
O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,training
S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3N(C[C@H](Oc4cc(OCC)nc5c4ccc(OC)c5C)C3)C(=O)[C@@H](NC(=O)c3n[nH]cc3)CCCCC\C=C/[C@@H]1C2)C1CC1,training
Clc1cc2c(NC(C)=C(\C=C\C(OC(C)(C)C)=O)C2=O)cc1OC,training
S(=O)(=O)(N1CCN(CC1)CC)c1cc(C=2NC(=O)c3nn(CCOC)c(c3N=2)CC)c(OCC)nc1,training
O=C(NCc1ccc(cc1)-c1ccccc1)c1n2c(nc1C(C)C)C=CC=C2,training
FC(F)(F)c1cc2c(nc1)c(N1CCC(N3CCN(CC3)c3cc(OC)cc4c3nccc4)CC1)ccc2,training
OC(=O)\C=C\c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2nc(N)ccc2)(C)C)cc1,training
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,training
Clc1cc(ccc1)-c1cc(F)c(cc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1,training
Clc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)C,training
Clc1cc(ccc1NC(=O)CSc1nnnn1-c1ccc(cc1Cl)C(C)(C)C)-c1ccc(OCC(O)=O)cc1,training
CCC1=CC=CC(CC)=C1N,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)C1CCC1)C,training
Fc1cc(cc(F)c1)C1Oc2c(N(CCCOC)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC,training
Oc1cc(ccc1)[C@@]1(O)CCCC[C@@H]1CN(C)C,training
S(=O)(=O)(CCCn1c2c(nc1CN1c3c(N(CC(F)(F)F)C1=O)ccnc3)cccc2)C,training
Clc1cc(ccc1Cl)C1(CCCCC1)C(N(C)C)C,training
Clc1sc(S(=O)(=O)Nc2nn(c3c2c(OC)ccc3)Cc2cc(ccc2)CNC(=O)C)cc1,training
O1CC(Cc2cc(OC)ccc12)C(=O)Nc1ccc(cc1OC)-c1cn[nH]c1,training
Fc1cc(cc(F)c1)C1(Oc2c(N(CCOCC(F)(F)F)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC)C,training
O(C)c1ccc(-n2nc(c3c2C(=O)N(CC3)c2ccc(cc2)C2(NC)CC2)C(=O)N)cc1,training
S(CCN(C)C)c1nc(nc2c1cc(cc2)-c1cn[nH]c1)C1Cc2cc(ccc2OC1)C(=O)NCCN1CCOCC1,training
OC(=O)\C=C\c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2cc3c(nccc3)cc2)(C)C)cc1,training
O1C[C@@H](N(CC1)c1nc(nc2nc(ccc12)-c1cc(C(=O)N(C)C)c(OC)cc1)N1CCOC[C@@H]1C)C,training
Clc1ccc(cc1C(F)(F)F)CC(=O)Nc1c2c(ccc1)C(=O)N(C=C2)CCO,training
Clc1sc(S(=O)(=O)Nc2nn(c3c2c(OC)ccc3)Cc2cc(ccc2)CNC(=O)[C@H]2NCCOC2)cc1,training
O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,training
Clc1cc(cc(Oc2c(n(nc2CC)CCO)CC)c1)C#N,training
O=C(N(C)[C@@H]1CCN(C1)C1CCC1)c1ccc(-n2c3c(nc2C)cccc3)cc1,training
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,training
Clc1c(OC(C2CCNCC2)c2ccccc2)cccc1Cl,training
S1(=O)(=O)N=C(Nc2c1cc(OCC(=O)N)cc2)C1=C(O)C(=NN(CCC(C)(C)C)C1=O)C(C)(C)C,training
Clc1nc(C(=O)NC(N)=N)c(nc1N)N,training
Fc1cccc(OC)c1OC1CN(C1)Cc1cnn(c1C)-c1ccccc1,training
Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1CN(C)c1ncc(cc1)C#N,training
N1(C[C@@]2([C@@H](CCCC2)C1)c1cc2c(cc1)cccc2)C,training
CNC(=O)OC1=CC=C2N(C)C3N(C)CCC3(C)C2=C1,training
